,age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,impulsive,ss,canabis
28,0.577495711,0,1,1,0.262143073,0.317006243,0.765874652,0.673142754,0.635892344,0.761484084,0.428474303,0.388117124,0
29,0.577495711,0,0.157910811,1,0.262143073,0.560562101,0.37688344,0.323599232,0.28646128,0.405822432,0.215400826,0.539559173,1
30,0.40913683,1,0.157910811,0.186098464,0.262143073,0.336889626,0.37688344,0.553046373,0.41249033,0.499040227,0.215400826,0.308011329,0
31,0.40913683,0,0.653938212,1,0.262143073,0.39666592,0.31188205,0.527022738,0.563290189,0.499040227,0.503572574,0.308011329,1
32,0,0,0.653938212,1,0.262143073,0.575966603,0.454133106,0.577651509,0.6856187,0.479394462,0.337920229,0.132468045,0
33,0.40913683,0,0.653938212,0,0.405212539,0.665680759,0.597404343,0.673142754,0.081219908,0.387201388,0.565342643,1,1
34,1,0,0,1,0.262143073,0.477549942,0.37688344,0.103948804,0.456453717,0.387201388,0.565342643,0.132468045,0
35,0.40913683,0,0.653938212,1,0.262143073,0.477549942,0.412116325,0.501355347,0.49750459,0.280854184,0.428474303,0.465658053,0
36,0.782830278,0,0,0,0.262143073,0.560562101,0.54917179,0.702175032,0.518958769,0.405822432,0.565342643,0.388117124,1
37,0.577495711,0,0.653938212,1,0.262143073,0.283985996,0.696415317,0.577651509,0.49750459,0.609443014,0.428474303,0.308011329,0
38,1,1,0.537680871,1,0.262143073,0.477549942,0.355251945,0.348942765,0.390173077,0.56003129,0.215400826,0.465658053,0
39,0.40913683,0,0.814328504,1,0.262143073,0.520448066,0.432804,0.527022738,0.200019628,0.609443014,0.337920229,0.539559173,0
40,0.40913683,1,0.653938212,1,0.262143073,0.636657075,0.500507036,0.702175032,0.762481382,0.44143074,0.428474303,0.465658053,0
41,0.40913683,0,0.814328504,1,0.262143073,0.492044718,0.355251945,0.323599232,0.49750459,0.405822432,0.428474303,0.388117124,1
42,0.40913683,0,0.537680871,1,0.262143073,0.377442942,0.412116325,0.478690123,0.477648108,0.353580459,0.428474303,0.465658053,1
43,0.246475415,0,0.653938212,1,0.405212539,0.357847466,0.722089354,0.602340848,0.6856187,0.635593587,0.428474303,0.539559173,0
44,0.246475415,1,0.653938212,1,0.262143073,0.444787921,0.572721469,0.730990326,0.635892344,0.735379695,0.215400826,0,0
45,0.577495711,1,0.412820002,0.535184955,0.262143073,0.560562101,0.597404343,0.348942765,0.541541583,0.710992795,0.337920229,0.308011329,0
46,0.577495711,0,0.814328504,1,0.262143073,0.209827716,0.622976056,0.577651509,0.635892344,0.663676696,0,0.224398219,0
47,0.577495711,0,0.157910811,1,0.262143073,0.534322506,0.37688344,0.478690123,0.477648108,0.405822432,0.503572574,0.308011329,1
48,0.246475415,1,0.814328504,1,0.293722858,0.636657075,0.412116325,0.210342739,0.367653766,0.537457135,0.565342643,0.825751648,0
49,0.40913683,0,0.814328504,1,0.262143073,0.665680759,0.476347998,0.501355347,0.325057153,0.499040227,0.337920229,0.308011329,1
50,0.577495711,0,0.537680871,0.535184955,0.262143073,0.682245792,0.646991536,0.435689834,0.367653766,0.222642855,0.809490823,1,1
51,0.782830278,1,0.653938212,1,0.262143073,0.492044718,0.500507036,0.299518747,0.541541583,0.387201388,0.565342643,0.132468045,0
52,0.577495711,0,0.814328504,1,0.262143073,0.300564387,0.476347998,0.702175032,0.541541583,0.537457135,0.428474303,0.465658053,0
53,0.782830278,0,0.157910811,1,0.262143073,0.520448066,0.670141084,0.435689834,0.34480106,0.335773418,0.705067942,0.825751648,1
54,0.782830278,1,0.537680871,1,0.262143073,0.520448066,0.393844707,0.348942765,0.43458965,0.44143074,0.215400826,0,0
55,0.40913683,1,0.412820002,1,0.262143073,0.520448066,0.500507036,0.258003349,0.49750459,0.537457135,0.215400826,0.132468045,0
56,0.246475415,1,0.653938212,1,0.262143073,0.428031444,0.597404343,0.210342739,0.541541583,0.609443014,0.337920229,0.388117124,0
57,0.577495711,0,0.273376347,1,0.262143073,0.547362907,0.597404343,0.527022738,0.43458965,0.44143074,0.809490823,0.825751648,1
58,0.577495711,0,0.653938212,1,0.262143073,0.444787921,0.31188205,0.323599232,0.266060687,0.479394462,0.215400826,0.132468045,0
59,0.246475415,1,1,1,0.262143073,0.717886882,0.54917179,0.577651509,0.456453717,0.4601557,0.215400826,0.539559173,0
60,0.577495711,0,0.814328504,1,0.200678771,0.184901511,0.742043966,0.730990326,0.518958769,0.688508123,0.215400826,0.224398219,0
61,0.246475415,0,0.653938212,1,0.262143073,0.428031444,0.289795445,0.233945534,0.306184981,0.56003129,0.215400826,0.224398219,0
62,0.577495711,0,0.653938212,1,0.262143073,0.665680759,0.454133106,0.413997804,0.41249033,0.499040227,0.215400826,0.224398219,0
63,0.577495711,0,1,1,0.262143073,0.283985996,0.572721469,0.702175032,0.43458965,0.635593587,0.215400826,0.388117124,1
64,0.40913683,0,0.412820002,1,0.262143073,0.623275341,0.572721469,0.392938917,0.660788717,0.584415303,0.565342643,0.465658053,0
65,0.577495711,0,0.157910811,1,0.262143073,0.357847466,0.393844707,0.348942765,0.6856187,0.56003129,0.337920229,0.224398219,0
66,0.246475415,0,0.814328504,1,0.262143073,0.462486773,0.454133106,0.702175032,0.367653766,0.479394462,0.629735104,0.465658053,1
67,0.40913683,0,0.537680871,0.186098464,0.262143073,0.377442942,0.500507036,0.577651509,0.477648108,0.4601557,0.428474303,0.539559173,1
68,0.577495711,1,0.157910811,1,0.262143073,0.506431157,0.393844707,0.258003349,0.541541583,0.499040227,0.215400826,0.308011329,0
69,0.246475415,0,0.412820002,1,0.262143073,0.462486773,0.454133106,0.553046373,0.222033796,0.4601557,0.565342643,0.710932676,1
70,0.577495711,1,0.273376347,0.535184955,0.262143073,0.444787921,0.670141084,0.478690123,0.660788717,0.517796938,0,0.308011329,0
71,0.577495711,0,0.273376347,1,0.262143073,0.283985996,0.646991536,0.527022738,0.563290189,0.635593587,0.503572574,0.619957452,0
72,0.577495711,0,0.537680871,1,0.262143073,0.413474338,0.412116325,0.478690123,0.541541583,0.663676696,0.337920229,0.465658053,0
73,1,1,0.157910811,1,0.262143073,0.336889626,0.230828087,0.067108301,0.28646128,0.537457135,0.565342643,0,0
74,0.246475415,0,0.653938212,1,0.262143073,0.492044718,0.525606839,0.278310885,0.390173077,0.44143074,0.565342643,0.465658053,0
75,0.577495711,1,0.225940438,0.535184955,0.262143073,0.462486773,0.393844707,0.278310885,0.563290189,0.584415303,0,0,0
76,0.40913683,0,0.653938212,1,0.262143073,0.534322506,0.250544453,0.435689834,0.325057153,0.44143074,0.428474303,0,1
77,0.40913683,0,0.412820002,1,0.262143073,0.39666592,0.37688344,0.1916885,0.266060687,0.185210255,0,0.224398219,0
78,0.40913683,0,0.537680871,1,0.262143073,0.462486773,0.37688344,0.210342739,0.660788717,0.405822432,0.428474303,0.465658053,0
79,1,1,1,0.535184955,0.262143073,0.520448066,0.54917179,0.602340848,0.477648108,0.710992795,0.428474303,0.465658053,0
80,0.782830278,1,0.653938212,1,0.262143073,0.39666592,0.31188205,0.527022738,0.367653766,0.479394462,0.629735104,0.619957452,1
81,0.782830278,0,0.814328504,0.535184955,0.262143073,0.209827716,0.722089354,0.372051675,0.58521343,0.710992795,0.428474303,0.224398219,0
82,0.782830278,1,0.225940438,1,0.293722858,0.665680759,0.355251945,0.348942765,0.70933015,0.263158275,0.503572574,0.465658053,0
83,0.577495711,0,0.157910811,1,0.262143073,0.462486773,0.525606839,0.478690123,0.456453717,0.479394462,0.215400826,0.539559173,1
84,0.246475415,1,0.273376347,1,0.262143073,0.444787921,0.500507036,0.278310885,0.518958769,0.56003129,0.565342643,0.825751648,0
85,0.40913683,0,0.412820002,1,0.262143073,0.623275341,0.476347998,0.348942765,0.518958769,0.479394462,0.428474303,0.619957452,0
86,0.782830278,0,0.157910811,1,0.262143073,0.377442942,0.525606839,0.456994854,0.456453717,0.537457135,0.337920229,0.619957452,0
87,0.40913683,1,0.412820002,1,0.262143073,0.560562101,0.206510219,0.299518747,0.390173077,0.423874828,0.215400826,0,1
88,0.40913683,1,0.814328504,1,0.262143073,0.649317557,0.412116325,0.577651509,0.41249033,0.4601557,0.565342643,0.465658053,0
89,0.40913683,1,0.814328504,1,0.262143073,0.717886882,0.54917179,0.647268093,0.541541583,0.387201388,0.215400826,0.539559173,1
90,0.40913683,0,0.537680871,0.535184955,0.262143073,0.575966603,0.432804,0.647268093,0.541541583,0.609443014,0.629735104,0.710932676,0
91,0.246475415,0,0.273376347,1,0.262143073,0.283985996,0.454133106,0.456994854,0.541541583,0.499040227,0.337920229,0.308011329,0
92,1,1,0.157910811,1,0.262143073,0.492044718,0.37688344,0.372051675,0.609826923,0.56003129,0.215400826,0.132468045,0
93,0.577495711,0,0.814328504,1,0.262143073,0.413474338,0.412116325,0.372051675,0.58521343,0.479394462,0.215400826,0,1
94,0.577495711,0,0.814328504,1,0.262143073,0.444787921,0.54917179,0.702175032,0.266060687,0.663676696,0.565342643,0.465658053,0
95,0.40913683,1,0.653938212,0.535184955,0.262143073,0.534322506,0.333217265,0.577651509,0.477648108,0.609443014,0.215400826,0.132468045,1
96,0.577495711,1,0.814328504,1,0.262143073,0.444787921,0.597404343,0.478690123,0.41249033,0.335773418,0.503572574,0.308011329,0
97,0.40913683,0,1,0.535184955,0.262143073,0.336889626,0.432804,0.527022738,0.41249033,0.635593587,0.428474303,0.825751648,0
98,0.246475415,1,0.653938212,1,0.262143073,0.413474338,0.958985073,0.647268093,0.635892344,0.735379695,0.565342643,0.619957452,1
99,0.246475415,0,0.814328504,0.186098464,0.262143073,0.357847466,0.892966557,0.62459963,0.28646128,0.44143074,0.428474303,0.825751648,1
100,0.577495711,1,0.157910811,0.308600767,0.262143073,0.428031444,0.572721469,0.258003349,0.477648108,0.635593587,0.215400826,0.308011329,0
101,0.577495711,0,0.273376347,1,0.262143073,0.428031444,0.696415317,0.762566512,0.306184981,0.499040227,0.337920229,0.825751648,0
102,0.577495711,1,0.537680871,0.535184955,0.262143073,0.520448066,0.597404343,0.478690123,0.456453717,0.517796938,0.503572574,0.710932676,0
103,0.246475415,1,0.412820002,0.535184955,0.262143073,0.377442942,0.525606839,0.501355347,0.660788717,0.584415303,0.337920229,0.539559173,1
104,0.40913683,0,0.537680871,1,0.262143073,0.184901511,0.572721469,0.233945534,0.390173077,0.79515697,0.215400826,0.132468045,0
105,0.246475415,1,0.412820002,1,0.262143073,0.665680759,0.454133106,0.233945534,0.541541583,0.44143074,0.215400826,0.308011329,0
106,0.40913683,1,0.157910811,1,0.262143073,0.534322506,0.500507036,0.323599232,0.390173077,0.584415303,0.565342643,0.465658053,0
107,0.246475415,1,0.653938212,1,0.262143073,0.444787921,0.824838955,0.553046373,0.518958769,0.609443014,0.809490823,0.825751648,1
108,0.577495711,1,0.412820002,1,0.262143073,0.39666592,0.572721469,0.299518747,0.367653766,0.423874828,0.337920229,0.539559173,1
109,0.577495711,0,0.814328504,1,0.200678771,0.492044718,0.54917179,0.553046373,0.456453717,0.479394462,0.503572574,0.388117124,0
110,0.246475415,0,0.814328504,1,0.262143073,0.560562101,0.333217265,0.392938917,0.41249033,0.405822432,0.503572574,0.619957452,1
111,0.246475415,1,0.653938212,1,0.262143073,0.336889626,0.54917179,0.673142754,0.325057153,0.387201388,0.428474303,0.465658053,1
112,0.577495711,1,0.537680871,1,0.262143073,0.520448066,0.597404343,0.577651509,0.518958769,0.609443014,0.503572574,0.465658053,1
113,0.40913683,0,0.412820002,1,0.262143073,0.166327065,0.796105903,0.762566512,0.390173077,0.300104493,0.809490823,0.825751648,1
114,0.246475415,1,0.537680871,0.535184955,0.262143073,0.547362907,0.412116325,0.392938917,0.541541583,0.663676696,0.215400826,0,1
115,0.40913683,0,0.537680871,0.535184955,0.262143073,0.607576997,0.412116325,0.553046373,0.244252907,0.44143074,0.565342643,0.465658053,1
116,0.246475415,1,0.653938212,1,0.262143073,0.7521478,0.622976056,0.762566512,0.518958769,0.335773418,0.565342643,0.619957452,0
117,0.40913683,1,0.412820002,0,0.262143073,0.787181911,0.206510219,0.141704207,0.660788717,0.537457135,0.428474303,0.132468045,0
118,0.40913683,1,0.653938212,1,0.262143073,0.462486773,0.597404343,0.372051675,0.541541583,0.710992795,0.428474303,0.308011329,0
119,0.246475415,1,0.814328504,1,0.262143073,0.357847466,0.597404343,0.372051675,0.34480106,0.609443014,0.503572574,1,0
120,0.40913683,1,0.537680871,1,0.262143073,0.735489271,0.31188205,0.278310885,0.200019628,0.387201388,0.565342643,0.539559173,0
121,0.782830278,0,0.814328504,1,0.262143073,0.547362907,0.525606839,0.501355347,0.456453717,0.370263194,0.428474303,0.388117124,0
122,0.246475415,1,0.653938212,1,0.262143073,0.547362907,0.393844707,0.456994854,0.49750459,0.517796938,0.705067942,0.539559173,1
123,0.577495711,0,0.157910811,1,0.262143073,0.462486773,0.796105903,0.577651509,0.563290189,0.584415303,0.428474303,0.465658053,0
124,0.782830278,0,0.653938212,1,0.262143073,0.444787921,0.696415317,0.602340848,0.518958769,0.663676696,0.565342643,0.619957452,0
125,0.577495711,0,0.653938212,1,0.262143073,0.336889626,0.597404343,0.348942765,0.43458965,0.499040227,0.428474303,0.308011329,0
126,0.577495711,1,0.225940438,1,0.262143073,0.462486773,0.37688344,0.392938917,0.541541583,0.635593587,0.215400826,0,0
127,0.40913683,0,1,1,0.200678771,0.520448066,0.597404343,0.553046373,0.518958769,0.537457135,0.428474303,0.224398219,0
128,0.577495711,1,0.814328504,1,0.262143073,0.39666592,0.646991536,0.348942765,0.635892344,0.56003129,0.503572574,0.619957452,0
129,0.577495711,1,0.157910811,1,0.262143073,0.649317557,0.54917179,0.299518747,0.563290189,0.83676783,0.337920229,0.224398219,0
130,0.577495711,1,0.157910811,1,0.405212539,0.283985996,0.476347998,0.323599232,0.855422069,0.584415303,0.215400826,0,0
131,0.40913683,1,0.273376347,0.510395778,0.262143073,0.477549942,0.412116325,0.435689834,0.477648108,0.537457135,0.215400826,0.132468045,0
132,0.40913683,0,0.814328504,1,0.262143073,0.506431157,0.525606839,0.577651509,0.477648108,0.517796938,0.565342643,0.619957452,0
133,0.246475415,1,0.814328504,1,0.4090609,1,0.269701857,0.478690123,0.58521343,0.405822432,0.215400826,0.619957452,0
134,0.40913683,1,0.157910811,1,0.262143073,0.263083067,0.742043966,0.435689834,0.762481382,0.735379695,0.565342643,0.388117124,0
135,0.577495711,1,0.653938212,1,0.262143073,0.492044718,0.454133106,0.258003349,0.762481382,0.735379695,0.705067942,0.539559173,0
136,0.577495711,1,0.653938212,1,0.262143073,0.336889626,0.742043966,0.577651509,0.609826923,0.56003129,0,0.224398219,0
137,0.782830278,0,0.653938212,1,0.262143073,0.444787921,0.37688344,0.553046373,0.541541583,0.635593587,0.215400826,0.224398219,0
138,0.577495711,0,0.157910811,1,0.262143073,0.506431157,0.54917179,0.435689834,0.635892344,0.4601557,0.428474303,0.465658053,0
139,0.246475415,1,0.653938212,1,0.200678771,0.808622069,0.54917179,0.762566512,0.635892344,0.4601557,0.337920229,0.465658053,0
140,0.40913683,1,0.157910811,1,0.262143073,0.39666592,0.597404343,0.348942765,0.6856187,0.584415303,0.215400826,0,0
141,0.40913683,0,0.225940438,1,0.262143073,0.444787921,0.454133106,0.323599232,0.541541583,0.479394462,0.565342643,0.619957452,0
142,0.40913683,0,0.537680871,1,0,0.263083067,0.696415317,0.435689834,0.6856187,0.79515697,0.337920229,0.388117124,0
143,0.577495711,0,0.537680871,0.535184955,0.262143073,0.534322506,0.333217265,0.456994854,0.325057153,0.499040227,0.428474303,0.710932676,1
144,0.577495711,1,0.653938212,1,0.262143073,0.444787921,0.525606839,0.348942765,0.822465044,0.609443014,0.705067942,0.619957452,0
145,0.782830278,0,0.537680871,1,0.262143073,0.547362907,0.31188205,0.501355347,0.43458965,0.4601557,0.503572574,0.224398219,0
146,0.40913683,0,0.814328504,1,0,0.428031444,0.572721469,0.413997804,0.518958769,0.635593587,0.428474303,0.388117124,0
147,0.40913683,1,0.537680871,1,0.262143073,0.506431157,0.333217265,0.103948804,0.367653766,0.537457135,0.215400826,0.132468045,0
148,0.577495711,1,0.653938212,1,0.262143073,0.39666592,0.796105903,0.413997804,0.794386265,0.735379695,0.428474303,0.224398219,1
149,0.40913683,1,0.412820002,1,0.262143073,0.477549942,0.696415317,0.553046373,0.58521343,0.663676696,0.503572574,0.539559173,0
150,0.40913683,1,0.653938212,1,0.262143073,0.591501701,0.250544453,0.233945534,0.563290189,0.370263194,0.337920229,0.308011329,1
151,0.246475415,1,0.653938212,1,0.262143073,0.444787921,0.269701857,0.413997804,0.41249033,0.405822432,0,0.132468045,1
152,0.246475415,0,0.653938212,1,0.262143073,0.413474338,0.646991536,0.258003349,0.609826923,0.609443014,0.428474303,0.388117124,0
153,0,1,0.412820002,1,0.262143073,0.932925119,0.289795445,0.647268093,0.43458965,0.584415303,0.428474303,0.710932676,0
154,0.40913683,1,0.653938212,1,0,0.607576997,0.289795445,0.323599232,0.541541583,0.4601557,0.337920229,0.308011329,0
155,0.40913683,1,0.412820002,1,0.262143073,0.697353483,0.500507036,0.478690123,0.660788717,0.517796938,0.503572574,0.388117124,1
156,0.246475415,0,0.157910811,1,0.262143073,0.357847466,0.670141084,0.233945534,0.43458965,0.609443014,0.428474303,0.710932676,0
157,0.40913683,1,0.653938212,0.308600767,0.262143073,0.477549942,0.525606839,0.478690123,0.456453717,0.56003129,0.629735104,0.825751648,0
158,0.577495711,1,0.412820002,1,0,0.444787921,0.412116325,0.435689834,0.518958769,0.537457135,0.428474303,0.224398219,0
159,0.577495711,0,0.814328504,0.186098464,0.262143073,0.665680759,0.622976056,0.602340848,0.477648108,0.537457135,0.428474303,0.619957452,1
160,0.40913683,0,0.653938212,1,0,0.413474338,0.54917179,0.392938917,0.762481382,0.44143074,0.337920229,0.224398219,0
161,0.246475415,1,0.653938212,0.066418013,0.262143073,0.547362907,0.500507036,0.501355347,0.732522024,0.635593587,0.215400826,0.465658053,1
162,0.246475415,1,0.412820002,1,0.262143073,0.787181911,0.500507036,0.478690123,0.635892344,0.517796938,0.428474303,0.308011329,0
163,0.246475415,1,1,1,0.262143073,0.534322506,0.54917179,0.278310885,0.70933015,0.663676696,0.215400826,0.388117124,0
164,0.577495711,0,0.814328504,1,0.262143073,0.477549942,0.454133106,0.478690123,0.43458965,0.735379695,0.215400826,0.308011329,0
165,0,0,0.412820002,1,0.262143073,0.735489271,0.31188205,0.647268093,0.160235945,0.222642855,0.629735104,0.539559173,1
166,0.246475415,1,0.537680871,1,0,0.520448066,0.500507036,0.372051675,0.43458965,0.635593587,0.565342643,0.388117124,0
167,0.246475415,1,0.653938212,1,0.262143073,0.547362907,0.696415317,0.323599232,0.456453717,0.335773418,0.565342643,0.619957452,0
168,0,1,0.273376347,1,0.262143073,0.462486773,0.500507036,0.299518747,0.58521343,0.479394462,0.337920229,0.619957452,0
169,0.577495711,0,0.157910811,1,0.262143073,0.717886882,0.454133106,0.478690123,0.518958769,0.479394462,0.629735104,0.619957452,1
170,0.40913683,0,0.814328504,1,0.262143073,0.462486773,0.646991536,0.878817075,0.609826923,0.387201388,0.705067942,1,0
171,0.577495711,1,0.537680871,1,0.262143073,0.591501701,0.412116325,0.456994854,0.43458965,0.609443014,0.503572574,0.224398219,1
172,0.40913683,1,0.653938212,1,0.262143073,0.665680759,0.597404343,0.730990326,0.518958769,0.537457135,0.565342643,0.619957452,0
173,0.40913683,1,0.537680871,1,0.262143073,0.665680759,0.412116325,0.172169559,0.609826923,0.280854184,0.629735104,0.539559173,0
174,0.782830278,1,0.653938212,1,0.262143073,0.607576997,0.500507036,0.602340848,0.6856187,0.517796938,0.503572574,0.539559173,0
175,0.40913683,1,0.653938212,1,0.405212539,0.492044718,0.412116325,0.392938917,0.325057153,0.423874828,0.215400826,0.224398219,0
176,0.40913683,1,0.653938212,1,0.262143073,0.735489271,0.500507036,0.323599232,0.367653766,0.663676696,0.337920229,0.388117124,0
177,0.577495711,1,0.653938212,1,0.262143073,0.636657075,0.355251945,0.456994854,0.609826923,0.479394462,0.503572574,0.465658053,0
178,0.40913683,1,0.537680871,1,0.262143073,0.575966603,0.476347998,0.372051675,0.660788717,0.405822432,0.215400826,0.224398219,1
179,0.577495711,1,0.537680871,1,0.262143073,0.560562101,0.597404343,0.278310885,0.541541583,0.635593587,0.503572574,0.539559173,0
180,0.246475415,0,1,1,0.262143073,0.317006243,0.432804,0.478690123,0.58521343,0.635593587,0.337920229,0.224398219,0
181,0.40913683,1,0.412820002,1,0.262143073,0.560562101,0.622976056,0.478690123,0.6856187,0.609443014,0.215400826,0.224398219,0
182,0,1,0.653938212,1,0.262143073,0.808622069,0.432804,0.577651509,0.390173077,0.635593587,0.337920229,0.619957452,0
183,0.782830278,0,0.273376347,1,0.262143073,0.520448066,0.37688344,0.372051675,0.58521343,0.537457135,0.215400826,0.224398219,0
184,0.40913683,1,0.653938212,0.535184955,0.262143073,0.560562101,0.597404343,0.527022738,0.609826923,0.479394462,0.428474303,0.388117124,1
185,0.40913683,1,0.814328504,1,0.262143073,0.413474338,0.722089354,0.553046373,0.541541583,0.761484084,0.215400826,0.132468045,0
186,0.782830278,1,0.157910811,1,0.262143073,0.39666592,0.37688344,0.210342739,0.660788717,0.584415303,0.215400826,0.132468045,0
187,0.577495711,1,0.157910811,1,0.262143073,0.575966603,0.289795445,0.1916885,0.58521343,0.4601557,0.215400826,0,0
188,0,1,0.814328504,1,0.262143073,0.462486773,0.500507036,0.456994854,0.518958769,0.609443014,0.337920229,0.308011329,1
189,0.782830278,1,0.537680871,1,0.262143073,0.300564387,0.500507036,0.392938917,0.58521343,0.4601557,0.337920229,0.132468045,0
190,0,0,0.653938212,1,0.4090609,0.462486773,0.696415317,0.348942765,0.58521343,0.423874828,0.565342643,0.539559173,1
191,0.246475415,1,0.537680871,0.535184955,0.262143073,0.39666592,0.454133106,0.501355347,0.541541583,0.423874828,0.629735104,0.539559173,1
192,0.577495711,1,0.653938212,1,0.262143073,0.560562101,0.333217265,0.456994854,0.518958769,0.517796938,0.215400826,0.539559173,0
193,0.246475415,1,0.653938212,0.535184955,0.4090609,0.377442942,0.696415317,0.527022738,0.49750459,0.56003129,0.337920229,0.224398219,1
194,0.782830278,1,0.653938212,1,0.262143073,0.607576997,0.54917179,0.647268093,0.456453717,0.635593587,0.565342643,0.539559173,1
195,0,0,0.653938212,1,0,0.428031444,0.54917179,0.435689834,0.6856187,0.370263194,0.503572574,0.224398219,0
196,0.782830278,1,0.653938212,1,0.262143073,0.462486773,0.572721469,0.413997804,0.367653766,0.423874828,0.337920229,0.308011329,0
197,0.246475415,1,0.537680871,1,0.262143073,0.506431157,0.572721469,0.62459963,0.609826923,0.499040227,0.809490823,0.825751648,1
198,0.577495711,1,0.537680871,1,0.262143073,0.444787921,0.854830433,0.647268093,0.762481382,0.688508123,0.565342643,0.539559173,1
199,0,1,0.653938212,1,0.262143073,0.428031444,0.525606839,0.392938917,0.660788717,0.710992795,0.565342643,0.825751648,0
200,0.40913683,0,0.814328504,1,0.405212539,0.492044718,0.355251945,0.435689834,0.306184981,0.688508123,0.337920229,0.308011329,1
201,0.40913683,1,0.653938212,1,0.262143073,0.413474338,0.696415317,0.456994854,0.635892344,0.663676696,0.503572574,0.308011329,0
202,1,0,0,1,0.262143073,0.283985996,0.333217265,0.141704207,0.367653766,0.405822432,0.215400826,0,0
203,0.246475415,1,0.653938212,1,0.262143073,0.492044718,0.646991536,0.730990326,0.49750459,0.537457135,0.428474303,0.619957452,1
204,0.40913683,1,0.157910811,1,0.262143073,0.492044718,0.670141084,0.577651509,0.367653766,0.353580459,0.809490823,0.619957452,0
205,0,1,0.653938212,1,0.262143073,0.506431157,0.696415317,0.62459963,0.518958769,0.56003129,0.629735104,0.539559173,0
